gene,category,n_residues,n_core,baseline_tm,blind_max_rmsd,status,transition_rmsd,best_single_overlap,cum_overlap_10,baseline_max_tm_s2,baseline_min_rmsd_s2,baseline_dual,single_mode_max_tm_s2,single_mode_min_rmsd_s2,single_mode_dual,subspace_max_tm_s2,subspace_min_rmsd_s2,subspace_dual,subspace_relax_max_tm_s2,subspace_relax_min_rmsd_s2,subspace_relax_dual,combo_max_tm_s2,combo_min_rmsd_s2,combo_dual,runtime_s
BRAF,autoinhibited,289,247,0.32273998108192054,14.225681738653439,ok,13.155811713600812,0.24710028152908886,0.4207745447088425,0.3344607158204025,12.803079577139902,False,0.33393709870162364,12.934442178033928,False,0.33393709870162364,12.867655025724503,False,0.34148907750352264,12.75493905465077,False,0.34148907750352264,12.75493905465077,False,1.1
JAK1,autoinhibited,281,252,0.156932288102506,14.37100951709713,ok,19.49842523225731,0.19201131442098698,0.12954184929332435,0.1597435265700647,19.184592716815576,False,0.16273305076984002,19.42470412025585,False,0.15693228810250603,19.39615667997597,False,0.16248591134808263,19.233012548107453,False,0.16248591134808263,19.184592716815576,False,1.0
KIT,autoinhibited,297,286,0.8527414033023324,14.380759186218238,ok,5.470927405858188,0.25474491758800405,0.3582135264924467,0.8572970398025875,5.420956721815866,True,0.8527414033023325,5.340801164310582,True,0.8587353523322521,5.311820420158758,True,0.861107266032869,5.2875771545796315,True,0.861107266032869,5.2875771545796315,True,1.2
FGFR1,autoinhibited,197,197,0.0990989933436529,20.652527683035462,ok,21.827786924077166,0.11996096333749924,0.20786273878783038,0.12803028750192139,19.557076458642072,False,0.13799411465790362,19.86703631456374,False,0.11571898154006248,21.221183941256296,False,0.12233758927144425,19.89901048906607,False,0.12803028750192139,19.557076458642072,False,0.7
AK1,autoinhibited,214,214,0.5647823511451633,14.592461119158493,ok,7.116560833522572,0.3981605485622187,0.7018076252342144,0.5820064274885298,6.7661094602838805,True,0.7176541838667589,4.321739333217561,True,0.7559935693270419,3.918422157028781,True,0.8019265396321313,3.152725873586082,True,0.8019265396321313,3.152725873586082,True,0.8
PAK1,autoinhibited,70,70,0.08647611889200608,10.936432480509344,ok,13.588763381438458,0.2545162297306024,0.43583968027247216,0.11627923546628803,10.88418113862038,False,0.11818196134259651,12.62701276653462,False,0.12446450645370502,12.566870285419197,False,0.12475200383299977,10.87669812942245,False,0.12475200383299977,10.87669812942245,False,0.2
CSK,autoinhibited,246,108,0.0877940982336461,13.787313798468467,ok,16.645455013453823,0.28069007790949474,0.4281779251492751,0.08983679067656657,16.587292909546598,False,0.11747934480594521,15.84947734058851,False,0.11747934480594521,16.232995311411262,False,0.11982090677605978,15.364905988923146,False,0.11982090677605978,15.364905988923146,False,0.9
ABL2,autoinhibited,394,175,0.07305765773713283,18.713072908565394,ok,21.648814224064058,0.2903683577285986,0.5527992136058386,0.07341141269749647,21.595465328992347,False,0.1099570919719553,18.81105613997772,False,0.10125547248282085,18.859265777549144,False,0.11651795233456927,18.070750088874945,False,0.11651795233456927,18.070750088874945,False,1.6
LYN,autoinhibited,125,124,0.11877984152664302,11.59475479996675,ok,17.31977372276116,0.2600621131179042,0.33666964148487416,0.1592213418521814,14.874179295503145,False,0.13106396875666093,16.71726159183137,False,0.14109750031210308,16.71726159183137,False,0.14720326624513363,14.990999278447445,False,0.1592213418521814,14.874179295503145,False,0.4
YES1,autoinhibited,171,106,0.10648948598464414,11.706365192256134,ok,14.55890927710144,0.2862301983711787,0.3277989692025281,0.13246453423590043,13.665209629033434,False,0.11634294725865162,14.438561900193585,False,0.12664676557808047,14.40704577620005,False,0.1282683998025873,13.879450227253884,False,0.13246453423590043,13.665209629033434,False,0.6
ITK,autoinhibited,245,245,0.11436214020870929,13.7457509390788,ok,19.832561408610896,0.2577174513774587,0.3639812415142776,0.1380129507515506,18.428302467082833,False,0.14347015653413997,19.063210181975624,False,0.13000576259440855,19.285977762760538,False,0.14839863754939248,18.141854122461265,False,0.14839863754939248,18.141854122461265,False,1.0
ZAP70,autoinhibited,310,208,0.09165805159893796,15.931124567351144,ok,23.89735878365698,0.21928091025204233,0.29028894605384276,0.10786509375029121,22.447420640472433,False,0.11098668293826226,20.97236838499135,False,0.10264864491072843,22.89567976296436,False,0.10540873010527538,22.210746299219604,False,0.10786509375029121,22.210746299219604,False,1.3
BTK,autoinhibited,268,157,0.10227519652216735,13.842282842785082,ok,17.134283445468597,0.22387828164127854,0.39588775882962857,0.12257202151655294,16.938254152970007,False,0.12300861869961681,16.843424149307072,False,0.12300861869961681,16.687794924160517,False,0.1321474468573775,16.38119883808044,False,0.1321474468573775,16.38119883808044,False,0.9
KAI_B,foldswitch,106,106,0.09449630725966666,10.619288289551225,ok,15.396787143585035,0.20741628833240205,0.2527978115600565,0.12131460321780357,14.30011861328794,False,0.10924915737692321,15.299023655982985,False,0.11358304191404416,15.250426166336675,False,0.11182077634953888,14.727741346643828,False,0.12131460321780357,14.30011861328794,False,0.4
XCL1,foldswitch,93,74,0.13672335138261885,17.445358296820633,ok,11.012794152985443,0.2935757644595759,0.4650509521877657,0.16198864386742381,10.370456028477635,False,0.13723279987945683,10.988107417169973,False,0.1371073163649541,11.007283575495853,False,0.13874248729585936,10.808215133395292,False,0.16198864386742381,10.370456028477635,False,0.3
RFAH,foldswitch,141,46,0.05629409736840676,11.705631693836212,ok,11.90504791845195,0.2777710862245153,0.40898841025708754,0.05651477880282681,11.893013227040653,False,0.0599242504649246,11.750941895151804,False,0.062232687014015374,11.750941895151804,False,0.06937167385203828,11.407457457329313,False,0.06937167385203828,11.407457457329313,False,0.5
MAD2,foldswitch,187,187,0.31698759977102275,12.385879391571855,ok,11.43151334014038,0.22349484947863552,0.3835673496152355,0.3224442579090442,11.102498396228075,False,0.32167903459535596,11.409244213212887,False,0.32167903459535596,11.409244213212887,False,0.32317381917378774,11.205481458384407,False,0.32317381917378774,11.102498396228075,False,0.7
REV,foldswitch,378,23,0.04944070879539591,14.893296960948192,ok,5.247089292528063,0.17617694676818746,0.3732099363686842,0.08008684207997065,4.117849440519152,False,0.05411434062087136,5.166396385520695,False,0.055420837457591327,4.88798858970621,False,0.05166595694800447,5.033479188636048,False,0.08008684207997065,4.117849440519152,False,1.4
HBA1,foldswitch,148,142,0.12070954168126422,13.227777607693643,ok,14.557761047265812,0.4388038850901364,0.5794540342053743,0.16942067298883717,12.340426789726772,False,0.16677967039564962,12.645106925663555,False,0.17577397531455907,12.3556995503424,False,0.2321915585085287,10.417000632233506,False,0.2321915585085287,10.417000632233506,False,0.6
CLIC1,foldswitch,226,99,0.11140782749790498,13.627759053293953,ok,16.828468055364848,0.16889983698634944,0.2909290524154696,0.11311585935800965,16.79933219568413,False,0.11682988622233823,16.38787026762233,False,0.11847415782778212,16.540449208509127,False,0.12703672753051257,16.329052554717336,False,0.12703672753051257,16.329052554717336,False,0.8
PYP,foldswitch,141,125,0.3790599980102668,9.792125404876511,ok,12.116987497570602,0.4007228386171292,0.2837575196531076,0.44835457803986595,11.385328989298449,False,0.4159768393365108,11.775896353679025,False,0.4139047556758163,11.586534893334898,False,0.4165064905209852,10.891625450152826,False,0.44835457803986595,10.891625450152826,False,0.5
NOVA1,foldswitch,379,94,0.12011520937730823,15.783241563509414,ok,14.30737111379082,0.3942964505805359,0.5062409220927335,0.12037935998799974,14.299122791324564,False,0.12622618155200735,14.213381181240475,False,0.13224577574025193,14.152690075768994,False,0.12971888407138707,14.128613125234342,False,0.12971888407138707,14.128613125234342,False,1.4
CASP7,foldswitch,232,117,0.12206506559331698,12.686347536624645,ok,13.310138820482104,0.26085097413266944,0.33646991671804355,0.16486634188963717,12.867746403693946,False,0.14693197980779749,12.62082134862096,False,0.17317874153282936,12.883041025727897,False,0.17869159182986202,12.486385774465973,False,0.17869159182986202,12.486385774465973,False,0.9
CALM1,foldswitch,144,143,0.16791500942981524,16.46440497296918,ok,15.009985356693317,0.34818918127238285,0.5743299720900452,0.24444560188229097,11.570580336663172,False,0.20074458468240158,13.4917812019602,False,0.22861334479037698,10.805601017932641,False,0.24129085454163987,9.648632267554804,False,0.24444560188229097,9.648632267554804,False,0.5
T4L,foldswitch,162,162,0.9995705535829188,12.145585458599243,ok,0.09839726813193418,0.22331153919867658,0.407115818220963,0.9995705535829188,0.09839726813193418,True,0.9995705535829188,0.09839726813193418,True,0.9995705535829188,0.09839726813193418,True,0.9995705535829188,0.09839726813193418,True,0.9995705535829188,0.09839726813193418,True,0.6
ABL1_MS,multistate,334,103,0.10289410354644124,14.835428616199781,ok,18.39062985283482,0.2206021811208869,0.2515347707370419,0.10582968881499286,17.917203241726884,False,0.11463228963713717,18.34930607314613,False,0.11619266051360037,18.182680075998565,False,0.11273365219817444,17.647193092568262,False,0.11273365219817444,17.647193092568262,False,1.3
EGFR_MS,multistate,289,281,0.3161094125759899,14.275796447875717,ok,12.61362107498475,0.22955690057193057,0.28689228517198156,0.3332705383004742,12.403455957920137,False,0.3173942735637423,12.613621074984751,False,0.31874907062324137,12.613621074984751,False,0.3204978198012535,12.510730313863627,False,0.3332705383004742,12.403455957920137,False,1.2
BRAF_MS,multistate,278,278,0.13999648784254892,14.00683008998428,ok,21.983785391382455,0.1972417391479599,0.3523969195152452,0.14755621836243416,21.147437082503785,False,0.1488443122582891,21.09115788883128,False,0.1488443122582891,21.09115788883128,False,0.16726523362225587,19.0956922911247,False,0.16726523362225587,19.0956922911247,False,1.1
INSR,multistate,97,97,0.19614805501163068,9.196512497950522,ok,11.668178138748482,0.32511582616992224,0.4714130391118284,0.1981013985490672,11.214342411914929,False,0.214583055653276,11.014957535384086,False,0.214583055653276,11.014957535384086,False,0.2205972408081625,10.01388645846825,False,0.2205972408081625,10.01388645846825,False,0.4
RET,multistate,298,298,0.9628638874736686,14.803623696788453,ok,1.8302736169491964,0.11698774653781811,0.21733785834848124,0.9629304795708367,1.8261719609022242,True,0.9628638874736684,1.8302736169491964,True,0.9628638874736684,1.8302736169491964,True,0.9628638874736684,1.8302736169491964,True,0.9629304795708367,1.8261719609022242,True,1.2
SRC_MS,multistate,449,449,0.19769202317403123,18.216599395641556,ok,23.198103700637276,0.2649105272593704,0.4540584483553241,0.21805006009795652,22.841125061735582,False,0.22497196993974902,21.974279983846948,False,0.2520240625227486,21.580733343643445,False,0.28018045933870295,19.941319008724864,False,0.28018045933870295,19.941319008724864,False,2.2
PDGFRB,multistate,97,84,0.049459845214498255,14.375661381063066,ok,20.285678787988616,0.35636886576003013,0.7095293249691456,0.06747969915152983,19.410014513635282,False,0.10373376823217133,18.68411855455064,False,0.10373376823217133,17.602059733844012,False,0.0969430521493813,16.938994039049724,False,0.0969430521493813,16.938994039049724,False,0.3
MET,multistate,280,192,0.16224440337586601,14.46439040081015,ok,16.04957196625896,0.19504190631025603,0.2747465155585313,0.18122151806592898,14.592686255850001,False,0.16907431392171376,15.709661524246405,False,0.17404712247474619,15.709661524246405,False,0.18829115085848022,14.943342360050396,False,0.18829115085848022,14.592686255850001,False,1.0
FLT3,multistate,298,265,0.9788896465044702,14.20672764255155,ok,0.9986771253135792,0.2524092662306608,0.40105809832729067,0.9817197332723978,0.9107645602381341,True,0.9788896465044702,0.9986771253135791,True,0.9788896465044702,0.9986771253135791,True,0.9788896465044702,0.9986771253135791,True,0.9817197332723978,0.9107645602381341,True,1.2
CSF1R,multistate,317,288,0.7840996260480687,14.707337281488252,ok,3.457751246012855,0.14900855892483517,0.2569953412974464,0.7859634507054716,3.4458390323644914,True,0.7847849476837838,3.4557745336308714,True,0.7847849476837838,3.4557745336308714,True,0.7840996260480688,3.457751246012854,True,0.7859634507054716,3.4458390323644914,True,1.3
VEGFR2,multistate,301,295,0.6720026919509795,14.862440876174583,ok,5.258555748680062,0.17084118835207682,0.3011702649460994,0.6737172484453386,5.222738502577662,True,0.6759056593872882,5.209665991273442,True,0.6802934117144332,5.185570656596894,True,0.6816142053414097,5.134577970615653,True,0.6816142053414097,5.134577970615653,True,1.1
AXL,multistate,270,198,0.20850888161277484,14.337183228305019,ok,17.000791080405165,0.26295387950689475,0.3427148085954611,0.2138079346148437,15.981644632222391,False,0.21549825579263696,16.530125921482675,False,0.21701423832997682,16.464608913033135,False,0.21922590473215223,16.109648727922234,False,0.21922590473215223,15.981644632222391,False,1.0
PKA_MS,multistate,405,335,0.1269290362785006,17.48151138662343,ok,24.997365768886585,0.2503317154982987,0.27851292282572176,0.13249007317045233,24.516920495357564,False,0.14628120603158531,24.719652606220603,False,0.14775867570052365,24.79784318467405,False,0.16316000477068024,24.298827492238402,False,0.16316000477068024,24.298827492238402,False,1.8
